pK,pL,value
79/160<=pK<=159/320,69/160<=pL<=139/320, 	AllSat
159/320<=pK<=1/2,69/160<=pL<=139/320, 	AllSat
79/160<=pK<=159/320,139/320<=pL<=7/16, 	AllSat
77/160<=pK<=31/64,71/160<=pL<=143/320, 	AllSat
39/80<=pK<=157/320,7/16<=pL<=141/320, 	AllSat
157/320<=pK<=79/160,7/16<=pL<=141/320, 	AllSat
39/80<=pK<=157/320,141/320<=pL<=71/160, 	AllSat
159/320<=pK<=1/2,141/320<=pL<=71/160, 	AllViolated
39/80<=pK<=157/320,143/320<=pL<=9/20, 	AllViolated
157/320<=pK<=79/160,143/320<=pL<=9/20, 	AllViolated
71/160<=pK<=143/320,77/160<=pL<=31/64, 	AllSat
69/160<=pK<=139/320,79/160<=pL<=159/320, 	AllSat
139/320<=pK<=7/16,79/160<=pL<=159/320, 	AllSat
69/160<=pK<=139/320,159/320<=pL<=1/2, 	AllSat
7/16<=pK<=141/320,39/80<=pL<=157/320, 	AllSat
141/320<=pK<=71/160,39/80<=pL<=157/320, 	AllSat
7/16<=pK<=141/320,157/320<=pL<=79/160, 	AllSat
143/320<=pK<=9/20,39/80<=pL<=157/320, 	AllViolated
143/320<=pK<=9/20,157/320<=pL<=79/160, 	AllViolated
141/320<=pK<=71/160,159/320<=pL<=1/2, 	AllViolated
15/32<=pK<=151/320,73/160<=pL<=147/320, 	AllSat
73/160<=pK<=147/320,15/32<=pL<=151/320, 	AllSat
37/80<=pK<=149/320,37/80<=pL<=149/320, 	AllSat
151/320<=pK<=19/40,37/80<=pL<=149/320, 	AllViolated
15/32<=pK<=151/320,149/320<=pL<=15/32, 	AllViolated
151/320<=pK<=19/40,149/320<=pL<=15/32, 	AllViolated
149/320<=pK<=15/32,15/32<=pL<=151/320, 	AllViolated
37/80<=pK<=149/320,151/320<=pL<=19/40, 	AllViolated
149/320<=pK<=15/32,151/320<=pL<=19/40, 	AllViolated
19/40<=pK<=153/320,9/20<=pL<=29/64, 	AllSat
31/64<=pK<=39/80,9/20<=pL<=29/64, 	AllViolated
77/160<=pK<=31/64,29/64<=pL<=73/160, 	AllViolated
31/64<=pK<=39/80,29/64<=pL<=73/160, 	AllViolated
153/320<=pK<=77/160,73/160<=pL<=147/320, 	AllViolated
19/40<=pK<=153/320,147/320<=pL<=37/80, 	AllViolated
153/320<=pK<=77/160,147/320<=pL<=37/80, 	AllViolated
9/20<=pK<=29/64,19/40<=pL<=153/320, 	AllSat
147/320<=pK<=37/80,19/40<=pL<=153/320, 	AllViolated
73/160<=pK<=147/320,153/320<=pL<=77/160, 	AllViolated
147/320<=pK<=37/80,153/320<=pL<=77/160, 	AllViolated
29/64<=pK<=73/160,77/160<=pL<=31/64, 	AllViolated
9/20<=pK<=29/64,31/64<=pL<=39/80, 	AllViolated
29/64<=pK<=73/160,31/64<=pL<=39/80, 	AllViolated
29/40<=pK<=233/320,47/160<=pL<=19/64, 	AllSat
233/320<=pK<=117/160,47/160<=pL<=19/64, 	AllSat
47/64<=pK<=59/80,19/64<=pL<=3/10, 	AllViolated
59/80<=pK<=237/320,23/80<=pL<=93/320, 	AllSat
237/320<=pK<=119/160,23/80<=pL<=93/320, 	AllSat
59/80<=pK<=237/320,93/320<=pL<=47/160, 	AllSat
119/160<=pK<=239/320,23/80<=pL<=93/320, 	AllSat
59/80<=pK<=237/320,19/64<=pL<=3/10, 	AllViolated
237/320<=pK<=119/160,19/64<=pL<=3/10, 	AllViolated
63/80<=pK<=253/320,43/160<=pL<=87/320, 	AllSat
253/320<=pK<=127/160,43/160<=pL<=87/320, 	AllSat
63/80<=pK<=253/320,87/320<=pL<=11/40, 	AllSat
127/160<=pK<=51/64,43/160<=pL<=87/320, 	AllSat
51/64<=pK<=4/5,43/160<=pL<=87/320, 	AllSat
121/160<=pK<=243/320,9/32<=pL<=91/320, 	AllSat
243/320<=pK<=61/80,9/32<=pL<=91/320, 	AllSat
123/160<=pK<=247/320,11/40<=pL<=89/320, 	AllSat
247/320<=pK<=31/40,11/40<=pL<=89/320, 	AllSat
123/160<=pK<=247/320,89/320<=pL<=9/32, 	AllSat
61/80<=pK<=49/64,9/32<=pL<=91/320, 	AllSat
123/160<=pK<=247/320,91/320<=pL<=23/80, 	AllViolated
247/320<=pK<=31/40,91/320<=pL<=23/80, 	AllViolated
3/4<=pK<=241/320,93/320<=pL<=47/160, 	AllViolated
241/320<=pK<=121/160,93/320<=pL<=47/160, 	AllViolated
243/320<=pK<=61/80,23/80<=pL<=93/320, 	AllViolated
121/160<=pK<=243/320,93/320<=pL<=47/160, 	AllViolated
243/320<=pK<=61/80,93/320<=pL<=47/160, 	AllViolated
31/40<=pK<=249/320,11/40<=pL<=89/320, 	AllSat
249/320<=pK<=25/32,11/40<=pL<=89/320, 	AllSat
251/320<=pK<=63/80,89/320<=pL<=9/32, 	AllViolated
63/80<=pK<=253/320,89/320<=pL<=9/32, 	AllViolated
253/320<=pK<=127/160,89/320<=pL<=9/32, 	AllViolated
139/160<=pK<=279/320,39/160<=pL<=79/320, 	AllSat
279/320<=pK<=7/8,39/160<=pL<=79/320, 	AllSat
7/8<=pK<=281/320,39/160<=pL<=79/320, 	AllSat
281/320<=pK<=141/160,39/160<=pL<=79/320, 	AllSat
283/320<=pK<=71/80,79/320<=pL<=1/4, 	AllViolated
71/80<=pK<=57/64,19/80<=pL<=77/320, 	AllSat
57/64<=pK<=143/160,19/80<=pL<=77/320, 	AllSat
71/80<=pK<=57/64,77/320<=pL<=39/160, 	AllSat
143/160<=pK<=287/320,19/80<=pL<=77/320, 	AllSat
287/320<=pK<=9/10,19/80<=pL<=77/320, 	AllSat
71/80<=pK<=57/64,79/320<=pL<=1/4, 	AllViolated
57/64<=pK<=143/160,79/320<=pL<=1/4, 	AllViolated
129/160<=pK<=259/320,21/80<=pL<=17/64, 	AllSat
259/320<=pK<=13/16,21/80<=pL<=17/64, 	AllSat
129/160<=pK<=259/320,17/64<=pL<=43/160, 	AllSat
257/320<=pK<=129/160,87/320<=pL<=11/40, 	AllViolated
129/160<=pK<=259/320,87/320<=pL<=11/40, 	AllViolated
259/320<=pK<=13/16,87/320<=pL<=11/40, 	AllViolated
13/16<=pK<=261/320,21/80<=pL<=17/64, 	AllSat
261/320<=pK<=131/160,21/80<=pL<=17/64, 	AllSat
263/320<=pK<=33/40,17/64<=pL<=43/160, 	AllViolated
33/40<=pK<=53/64,41/160<=pL<=83/320, 	AllSat
53/64<=pK<=133/160,41/160<=pL<=83/320, 	AllSat
33/40<=pK<=53/64,83/320<=pL<=21/80, 	AllSat
133/160<=pK<=267/320,41/160<=pL<=83/320, 	AllSat
267/320<=pK<=67/80,41/160<=pL<=83/320, 	AllSat
27/32<=pK<=271/320,1/4<=pL<=81/320, 	AllSat
271/320<=pK<=17/20,1/4<=pL<=81/320, 	AllSat
27/32<=pK<=271/320,81/320<=pL<=41/160, 	AllSat
269/320<=pK<=27/32,83/320<=pL<=21/80, 	AllViolated
27/32<=pK<=271/320,83/320<=pL<=21/80, 	AllViolated
271/320<=pK<=17/20,83/320<=pL<=21/80, 	AllViolated
33/40<=pK<=53/64,17/64<=pL<=43/160, 	AllViolated
53/64<=pK<=133/160,17/64<=pL<=43/160, 	AllViolated
17/20<=pK<=273/320,1/4<=pL<=81/320, 	AllSat
273/320<=pK<=137/160,1/4<=pL<=81/320, 	AllSat
137/160<=pK<=55/64,1/4<=pL<=81/320, 	AllSat
69/80<=pK<=277/320,81/320<=pL<=41/160, 	AllViolated
277/320<=pK<=139/160,81/320<=pL<=41/160, 	AllViolated
279/320<=pK<=7/8,1/4<=pL<=81/320, 	AllViolated
139/160<=pK<=279/320,81/320<=pL<=41/160, 	AllViolated
279/320<=pK<=7/8,81/320<=pL<=41/160, 	AllViolated
87/160<=pK<=35/64,63/160<=pL<=127/320, 	AllSat
23/40<=pK<=37/64,59/160<=pL<=119/320, 	AllSat
37/64<=pK<=93/160,59/160<=pL<=119/320, 	AllSat
23/40<=pK<=37/64,119/320<=pL<=3/8, 	AllSat
93/160<=pK<=187/320,59/160<=pL<=119/320, 	AllSat
47/80<=pK<=189/320,29/80<=pL<=117/320, 	AllSat
189/320<=pK<=19/32,29/80<=pL<=117/320, 	AllSat
191/320<=pK<=3/5,117/320<=pL<=59/160, 	AllViolated
189/320<=pK<=19/32,59/160<=pL<=119/320, 	AllViolated
47/80<=pK<=189/320,119/320<=pL<=3/8, 	AllViolated
189/320<=pK<=19/32,119/320<=pL<=3/8, 	AllViolated
89/160<=pK<=179/320,61/160<=pL<=123/320, 	AllSat
179/320<=pK<=9/16,61/160<=pL<=123/320, 	AllSat
89/160<=pK<=179/320,123/320<=pL<=31/80, 	AllSat
91/160<=pK<=183/320,3/8<=pL<=121/320, 	AllSat
183/320<=pK<=23/40,3/8<=pL<=121/320, 	AllSat
9/16<=pK<=181/320,61/160<=pL<=123/320, 	AllSat
183/320<=pK<=23/40,61/160<=pL<=123/320, 	AllViolated
91/160<=pK<=183/320,123/320<=pL<=31/80, 	AllViolated
183/320<=pK<=23/40,123/320<=pL<=31/80, 	AllViolated
11/20<=pK<=177/320,31/80<=pL<=25/64, 	AllSat
177/320<=pK<=89/160,31/80<=pL<=25/64, 	AllSat
179/320<=pK<=9/16,25/64<=pL<=63/160, 	AllViolated
177/320<=pK<=89/160,63/160<=pL<=127/320, 	AllViolated
11/20<=pK<=177/320,127/320<=pL<=2/5, 	AllViolated
177/320<=pK<=89/160,127/320<=pL<=2/5, 	AllViolated
37/64<=pK<=93/160,121/320<=pL<=61/160, 	AllViolated
99/160<=pK<=199/320,11/32<=pL<=111/320, 	AllSat
199/320<=pK<=5/8,11/32<=pL<=111/320, 	AllSat
99/160<=pK<=199/320,111/320<=pL<=7/20, 	AllSat
103/160<=pK<=207/320,53/160<=pL<=107/320, 	AllSat
207/320<=pK<=13/20,53/160<=pL<=107/320, 	AllSat
101/160<=pK<=203/320,27/80<=pL<=109/320, 	AllSat
203/320<=pK<=51/80,27/80<=pL<=109/320, 	AllSat
201/320<=pK<=101/160,111/320<=pL<=7/20, 	AllViolated
203/320<=pK<=51/80,11/32<=pL<=111/320, 	AllViolated
101/160<=pK<=203/320,111/320<=pL<=7/20, 	AllViolated
203/320<=pK<=51/80,111/320<=pL<=7/20, 	AllViolated
41/64<=pK<=103/160,109/320<=pL<=11/32, 	AllViolated
207/320<=pK<=13/20,27/80<=pL<=109/320, 	AllViolated
103/160<=pK<=207/320,109/320<=pL<=11/32, 	AllViolated
207/320<=pK<=13/20,109/320<=pL<=11/32, 	AllViolated
107/160<=pK<=43/64,51/160<=pL<=103/320, 	AllSat
43/64<=pK<=27/40,51/160<=pL<=103/320, 	AllSat
111/160<=pK<=223/320,49/160<=pL<=99/320, 	AllSat
223/320<=pK<=7/10,49/160<=pL<=99/320, 	AllSat
109/160<=pK<=219/320,5/16<=pL<=101/320, 	AllSat
219/320<=pK<=11/16,5/16<=pL<=101/320, 	AllSat
217/320<=pK<=109/160,103/320<=pL<=13/40, 	AllViolated
219/320<=pK<=11/16,51/160<=pL<=103/320, 	AllViolated
109/160<=pK<=219/320,103/320<=pL<=13/40, 	AllViolated
219/320<=pK<=11/16,103/320<=pL<=13/40, 	AllViolated
221/320<=pK<=111/160,101/320<=pL<=51/160, 	AllViolated
223/320<=pK<=7/10,5/16<=pL<=101/320, 	AllViolated
111/160<=pK<=223/320,101/320<=pL<=51/160, 	AllViolated
223/320<=pK<=7/10,101/320<=pL<=51/160, 	AllViolated
21/32<=pK<=211/320,13/40<=pL<=21/64, 	AllSat
211/320<=pK<=53/80,13/40<=pL<=21/64, 	AllSat
209/320<=pK<=21/32,107/320<=pL<=27/80, 	AllViolated
211/320<=pK<=53/80,53/160<=pL<=107/320, 	AllViolated
21/32<=pK<=211/320,107/320<=pL<=27/80, 	AllViolated
211/320<=pK<=53/80,107/320<=pL<=27/80, 	AllViolated
213/320<=pK<=107/160,21/64<=pL<=53/160, 	AllViolated
43/64<=pK<=27/40,13/40<=pL<=21/64, 	AllViolated
107/160<=pK<=43/64,21/64<=pL<=53/160, 	AllViolated
43/64<=pK<=27/40,21/64<=pL<=53/160, 	AllViolated
97/160<=pK<=39/64,7/20<=pL<=113/320, 	AllSat
39/64<=pK<=49/80,7/20<=pL<=113/320, 	AllSat
97/160<=pK<=39/64,113/320<=pL<=57/160, 	AllSat
3/5<=pK<=193/320,57/160<=pL<=23/64, 	AllSat
97/160<=pK<=39/64,23/64<=pL<=29/80, 	AllViolated
39/64<=pK<=49/80,23/64<=pL<=29/80, 	AllViolated
49/80<=pK<=197/320,7/20<=pL<=113/320, 	AllSat
99/160<=pK<=199/320,113/320<=pL<=57/160, 	AllViolated
199/320<=pK<=5/8,113/320<=pL<=57/160, 	AllViolated
193/320<=pK<=97/160,29/80<=pL<=117/320, 	AllViolated
3/5<=pK<=193/320,117/320<=pL<=59/160, 	AllViolated
193/320<=pK<=97/160,117/320<=pL<=59/160, 	AllViolated
81/160<=pK<=163/320,67/160<=pL<=27/64, 	AllSat
163/320<=pK<=41/80,67/160<=pL<=27/64, 	AllSat
81/160<=pK<=163/320,27/64<=pL<=17/40, 	AllSat
83/160<=pK<=167/320,33/80<=pL<=133/320, 	AllSat
41/80<=pK<=33/64,67/160<=pL<=27/64, 	AllSat
167/320<=pK<=21/40,67/160<=pL<=27/64, 	AllViolated
83/160<=pK<=167/320,27/64<=pL<=17/40, 	AllViolated
167/320<=pK<=21/40,27/64<=pL<=17/40, 	AllViolated
17/32<=pK<=171/320,2/5<=pL<=129/320, 	AllSat
171/320<=pK<=43/80,2/5<=pL<=129/320, 	AllSat
17/32<=pK<=171/320,129/320<=pL<=13/32, 	AllSat
21/40<=pK<=169/320,13/32<=pL<=131/320, 	AllSat
169/320<=pK<=17/32,13/32<=pL<=131/320, 	AllSat
171/320<=pK<=43/80,131/320<=pL<=33/80, 	AllViolated
173/320<=pK<=87/160,129/320<=pL<=13/32, 	AllViolated
35/64<=pK<=11/20,2/5<=pL<=129/320, 	AllViolated
87/160<=pK<=35/64,129/320<=pL<=13/32, 	AllViolated
35/64<=pK<=11/20,129/320<=pL<=13/32, 	AllViolated
169/320<=pK<=17/32,33/80<=pL<=133/320, 	AllViolated
21/40<=pK<=169/320,133/320<=pL<=67/160, 	AllViolated
169/320<=pK<=17/32,133/320<=pL<=67/160, 	AllViolated
1/2<=pK<=161/320,17/40<=pL<=137/320, 	AllSat
161/320<=pK<=81/160,17/40<=pL<=137/320, 	AllSat
1/2<=pK<=161/320,137/320<=pL<=69/160, 	AllSat
163/320<=pK<=41/80,137/320<=pL<=69/160, 	AllViolated
161/320<=pK<=81/160,139/320<=pL<=7/16, 	AllViolated
113/160<=pK<=227/320,3/10<=pL<=97/320, 	AllSat
227/320<=pK<=57/80,3/10<=pL<=97/320, 	AllSat
113/160<=pK<=227/320,97/320<=pL<=49/160, 	AllSat
7/10<=pK<=45/64,49/160<=pL<=99/320, 	AllSat
113/160<=pK<=227/320,99/320<=pL<=5/16, 	AllViolated
227/320<=pK<=57/80,99/320<=pL<=5/16, 	AllViolated
57/80<=pK<=229/320,3/10<=pL<=97/320, 	AllSat
23/32<=pK<=231/320,97/320<=pL<=49/160, 	AllViolated
231/320<=pK<=29/40,97/320<=pL<=49/160, 	AllViolated
233/320<=pK<=117/160,3/10<=pL<=97/320, 	AllViolated
29/40<=pK<=233/320,97/320<=pL<=49/160, 	AllViolated
233/320<=pK<=117/160,97/320<=pL<=49/160, 	AllViolated
63/160<=pK<=127/320,87/160<=pL<=35/64, 	AllSat
61/160<=pK<=123/320,89/160<=pL<=179/320, 	AllSat
123/320<=pK<=31/80,89/160<=pL<=179/320, 	AllSat
61/160<=pK<=123/320,179/320<=pL<=9/16, 	AllSat
31/80<=pK<=25/64,11/20<=pL<=177/320, 	AllSat
31/80<=pK<=25/64,177/320<=pL<=89/160, 	AllSat
127/320<=pK<=2/5,11/20<=pL<=177/320, 	AllViolated
63/160<=pK<=127/320,177/320<=pL<=89/160, 	AllViolated
127/320<=pK<=2/5,177/320<=pL<=89/160, 	AllViolated
25/64<=pK<=63/160,179/320<=pL<=9/16, 	AllViolated
61/160<=pK<=123/320,9/16<=pL<=181/320, 	AllSat
3/8<=pK<=121/320,91/160<=pL<=183/320, 	AllSat
3/8<=pK<=121/320,183/320<=pL<=23/40, 	AllSat
123/320<=pK<=31/80,91/160<=pL<=183/320, 	AllViolated
61/160<=pK<=123/320,183/320<=pL<=23/40, 	AllViolated
123/320<=pK<=31/80,183/320<=pL<=23/40, 	AllViolated
59/160<=pK<=119/320,23/40<=pL<=37/64, 	AllSat
119/320<=pK<=3/8,23/40<=pL<=37/64, 	AllSat
59/160<=pK<=119/320,37/64<=pL<=93/160, 	AllSat
59/160<=pK<=119/320,93/160<=pL<=187/320, 	AllSat
29/80<=pK<=117/320,47/80<=pL<=189/320, 	AllSat
29/80<=pK<=117/320,189/320<=pL<=19/32, 	AllSat
119/320<=pK<=3/8,47/80<=pL<=189/320, 	AllViolated
59/160<=pK<=119/320,189/320<=pL<=19/32, 	AllViolated
119/320<=pK<=3/8,189/320<=pL<=19/32, 	AllViolated
117/320<=pK<=59/160,191/320<=pL<=3/5, 	AllViolated
121/320<=pK<=61/160,37/64<=pL<=93/160, 	AllViolated
67/160<=pK<=27/64,81/160<=pL<=163/320, 	AllSat
27/64<=pK<=17/40,81/160<=pL<=163/320, 	AllSat
67/160<=pK<=27/64,163/320<=pL<=41/80, 	AllSat
67/160<=pK<=27/64,41/80<=pL<=33/64, 	AllSat
33/80<=pK<=133/320,83/160<=pL<=167/320, 	AllSat
27/64<=pK<=17/40,83/160<=pL<=167/320, 	AllViolated
67/160<=pK<=27/64,167/320<=pL<=21/40, 	AllViolated
27/64<=pK<=17/40,167/320<=pL<=21/40, 	AllViolated
17/40<=pK<=137/320,1/2<=pL<=161/320, 	AllSat
137/320<=pK<=69/160,1/2<=pL<=161/320, 	AllSat
17/40<=pK<=137/320,161/320<=pL<=81/160, 	AllSat
139/320<=pK<=7/16,161/320<=pL<=81/160, 	AllViolated
137/320<=pK<=69/160,163/320<=pL<=41/80, 	AllViolated
13/32<=pK<=131/320,21/40<=pL<=169/320, 	AllSat
13/32<=pK<=131/320,169/320<=pL<=17/32, 	AllSat
2/5<=pK<=129/320,17/32<=pL<=171/320, 	AllSat
129/320<=pK<=13/32,17/32<=pL<=171/320, 	AllSat
2/5<=pK<=129/320,171/320<=pL<=43/80, 	AllSat
131/320<=pK<=33/80,171/320<=pL<=43/80, 	AllViolated
133/320<=pK<=67/160,21/40<=pL<=169/320, 	AllViolated
33/80<=pK<=133/320,169/320<=pL<=17/32, 	AllViolated
133/320<=pK<=67/160,169/320<=pL<=17/32, 	AllViolated
129/320<=pK<=13/32,173/320<=pL<=87/160, 	AllViolated
129/320<=pK<=13/32,87/160<=pL<=35/64, 	AllViolated
2/5<=pK<=129/320,35/64<=pL<=11/20, 	AllViolated
129/320<=pK<=13/32,35/64<=pL<=11/20, 	AllViolated
11/32<=pK<=111/320,99/160<=pL<=199/320, 	AllSat
111/320<=pK<=7/20,99/160<=pL<=199/320, 	AllSat
11/32<=pK<=111/320,199/320<=pL<=5/8, 	AllSat
111/320<=pK<=7/20,201/320<=pL<=101/160, 	AllViolated
27/80<=pK<=109/320,101/160<=pL<=203/320, 	AllSat
27/80<=pK<=109/320,203/320<=pL<=51/80, 	AllSat
111/320<=pK<=7/20,101/160<=pL<=203/320, 	AllViolated
11/32<=pK<=111/320,203/320<=pL<=51/80, 	AllViolated
111/320<=pK<=7/20,203/320<=pL<=51/80, 	AllViolated
53/160<=pK<=107/320,103/160<=pL<=207/320, 	AllSat
53/160<=pK<=107/320,207/320<=pL<=13/20, 	AllSat
109/320<=pK<=11/32,41/64<=pL<=103/160, 	AllViolated
109/320<=pK<=11/32,103/160<=pL<=207/320, 	AllViolated
27/80<=pK<=109/320,207/320<=pL<=13/20, 	AllViolated
109/320<=pK<=11/32,207/320<=pL<=13/20, 	AllViolated
57/160<=pK<=23/64,3/5<=pL<=193/320, 	AllSat
7/20<=pK<=113/320,97/160<=pL<=39/64, 	AllSat
113/320<=pK<=57/160,97/160<=pL<=39/64, 	AllSat
7/20<=pK<=113/320,39/64<=pL<=49/80, 	AllSat
23/64<=pK<=29/80,97/160<=pL<=39/64, 	AllViolated
23/64<=pK<=29/80,39/64<=pL<=49/80, 	AllViolated
117/320<=pK<=59/160,3/5<=pL<=193/320, 	AllViolated
29/80<=pK<=117/320,193/320<=pL<=97/160, 	AllViolated
117/320<=pK<=59/160,193/320<=pL<=97/160, 	AllViolated
7/20<=pK<=113/320,49/80<=pL<=197/320, 	AllSat
113/320<=pK<=57/160,99/160<=pL<=199/320, 	AllViolated
113/320<=pK<=57/160,199/320<=pL<=5/8, 	AllViolated
51/160<=pK<=103/320,107/160<=pL<=43/64, 	AllSat
51/160<=pK<=103/320,43/64<=pL<=27/40, 	AllSat
107/320<=pK<=27/80,209/320<=pL<=21/32, 	AllViolated
13/40<=pK<=21/64,21/32<=pL<=211/320, 	AllSat
13/40<=pK<=21/64,211/320<=pL<=53/80, 	AllSat
107/320<=pK<=27/80,21/32<=pL<=211/320, 	AllViolated
53/160<=pK<=107/320,211/320<=pL<=53/80, 	AllViolated
107/320<=pK<=27/80,211/320<=pL<=53/80, 	AllViolated
21/64<=pK<=53/160,213/320<=pL<=107/160, 	AllViolated
21/64<=pK<=53/160,107/160<=pL<=43/64, 	AllViolated
13/40<=pK<=21/64,43/64<=pL<=27/40, 	AllViolated
21/64<=pK<=53/160,43/64<=pL<=27/40, 	AllViolated
103/320<=pK<=13/40,217/320<=pL<=109/160, 	AllViolated
5/16<=pK<=101/320,109/160<=pL<=219/320, 	AllSat
5/16<=pK<=101/320,219/320<=pL<=11/16, 	AllSat
103/320<=pK<=13/40,109/160<=pL<=219/320, 	AllViolated
51/160<=pK<=103/320,219/320<=pL<=11/16, 	AllViolated
103/320<=pK<=13/40,219/320<=pL<=11/16, 	AllViolated
49/160<=pK<=99/320,111/160<=pL<=223/320, 	AllSat
49/160<=pK<=99/320,223/320<=pL<=7/10, 	AllSat
101/320<=pK<=51/160,221/320<=pL<=111/160, 	AllViolated
101/320<=pK<=51/160,111/160<=pL<=223/320, 	AllViolated
5/16<=pK<=101/320,223/320<=pL<=7/10, 	AllViolated
101/320<=pK<=51/160,223/320<=pL<=7/10, 	AllViolated
47/160<=pK<=19/64,29/40<=pL<=233/320, 	AllSat
47/160<=pK<=19/64,233/320<=pL<=117/160, 	AllSat
19/64<=pK<=3/10,47/64<=pL<=59/80, 	AllViolated
23/80<=pK<=93/320,59/80<=pL<=237/320, 	AllSat
93/320<=pK<=47/160,59/80<=pL<=237/320, 	AllSat
23/80<=pK<=93/320,237/320<=pL<=119/160, 	AllSat
19/64<=pK<=3/10,59/80<=pL<=237/320, 	AllViolated
19/64<=pK<=3/10,237/320<=pL<=119/160, 	AllViolated
23/80<=pK<=93/320,119/160<=pL<=239/320, 	AllSat
9/32<=pK<=91/320,121/160<=pL<=243/320, 	AllSat
9/32<=pK<=91/320,243/320<=pL<=61/80, 	AllSat
93/320<=pK<=47/160,3/4<=pL<=241/320, 	AllViolated
93/320<=pK<=47/160,241/320<=pL<=121/160, 	AllViolated
93/320<=pK<=47/160,121/160<=pL<=243/320, 	AllViolated
23/80<=pK<=93/320,243/320<=pL<=61/80, 	AllViolated
93/320<=pK<=47/160,243/320<=pL<=61/80, 	AllViolated
9/32<=pK<=91/320,61/80<=pL<=49/64, 	AllSat
11/40<=pK<=89/320,123/160<=pL<=247/320, 	AllSat
89/320<=pK<=9/32,123/160<=pL<=247/320, 	AllSat
11/40<=pK<=89/320,247/320<=pL<=31/40, 	AllSat
91/320<=pK<=23/80,123/160<=pL<=247/320, 	AllViolated
91/320<=pK<=23/80,247/320<=pL<=31/40, 	AllViolated
43/160<=pK<=87/320,63/80<=pL<=253/320, 	AllSat
87/320<=pK<=11/40,63/80<=pL<=253/320, 	AllSat
43/160<=pK<=87/320,253/320<=pL<=127/160, 	AllSat
43/160<=pK<=87/320,127/160<=pL<=51/64, 	AllSat
43/160<=pK<=87/320,51/64<=pL<=4/5, 	AllSat
11/40<=pK<=89/320,31/40<=pL<=249/320, 	AllSat
11/40<=pK<=89/320,249/320<=pL<=25/32, 	AllSat
89/320<=pK<=9/32,251/320<=pL<=63/80, 	AllViolated
89/320<=pK<=9/32,63/80<=pL<=253/320, 	AllViolated
89/320<=pK<=9/32,253/320<=pL<=127/160, 	AllViolated
87/320<=pK<=11/40,257/320<=pL<=129/160, 	AllViolated
21/80<=pK<=17/64,129/160<=pL<=259/320, 	AllSat
17/64<=pK<=43/160,129/160<=pL<=259/320, 	AllSat
21/80<=pK<=17/64,259/320<=pL<=13/16, 	AllSat
87/320<=pK<=11/40,129/160<=pL<=259/320, 	AllViolated
87/320<=pK<=11/40,259/320<=pL<=13/16, 	AllViolated
21/80<=pK<=17/64,13/16<=pL<=261/320, 	AllSat
21/80<=pK<=17/64,261/320<=pL<=131/160, 	AllSat
17/64<=pK<=43/160,263/320<=pL<=33/40, 	AllViolated
41/160<=pK<=83/320,33/40<=pL<=53/64, 	AllSat
83/320<=pK<=21/80,33/40<=pL<=53/64, 	AllSat
41/160<=pK<=83/320,53/64<=pL<=133/160, 	AllSat
41/160<=pK<=83/320,133/160<=pL<=267/320, 	AllSat
41/160<=pK<=83/320,267/320<=pL<=67/80, 	AllSat
17/64<=pK<=43/160,33/40<=pL<=53/64, 	AllViolated
17/64<=pK<=43/160,53/64<=pL<=133/160, 	AllViolated
83/320<=pK<=21/80,269/320<=pL<=27/32, 	AllViolated
1/4<=pK<=81/320,27/32<=pL<=271/320, 	AllSat
81/320<=pK<=41/160,27/32<=pL<=271/320, 	AllSat
1/4<=pK<=81/320,271/320<=pL<=17/20, 	AllSat
83/320<=pK<=21/80,27/32<=pL<=271/320, 	AllViolated
83/320<=pK<=21/80,271/320<=pL<=17/20, 	AllViolated
39/160<=pK<=79/320,139/160<=pL<=279/320, 	AllSat
39/160<=pK<=79/320,279/320<=pL<=7/8, 	AllSat
39/160<=pK<=79/320,7/8<=pL<=281/320, 	AllSat
39/160<=pK<=79/320,281/320<=pL<=141/160, 	AllSat
79/320<=pK<=1/4,283/320<=pL<=71/80, 	AllViolated
19/80<=pK<=77/320,71/80<=pL<=57/64, 	AllSat
77/320<=pK<=39/160,71/80<=pL<=57/64, 	AllSat
19/80<=pK<=77/320,57/64<=pL<=143/160, 	AllSat
79/320<=pK<=1/4,71/80<=pL<=57/64, 	AllViolated
79/320<=pK<=1/4,57/64<=pL<=143/160, 	AllViolated
19/80<=pK<=77/320,143/160<=pL<=287/320, 	AllSat
19/80<=pK<=77/320,287/320<=pL<=9/10, 	AllSat
1/4<=pK<=81/320,17/20<=pL<=273/320, 	AllSat
1/4<=pK<=81/320,273/320<=pL<=137/160, 	AllSat
1/4<=pK<=81/320,137/160<=pL<=55/64, 	AllSat
81/320<=pK<=41/160,69/80<=pL<=277/320, 	AllViolated
81/320<=pK<=41/160,277/320<=pL<=139/160, 	AllViolated
81/320<=pK<=41/160,139/160<=pL<=279/320, 	AllViolated
1/4<=pK<=81/320,279/320<=pL<=7/8, 	AllViolated
81/320<=pK<=41/160,279/320<=pL<=7/8, 	AllViolated
49/160<=pK<=99/320,7/10<=pL<=45/64, 	AllSat
3/10<=pK<=97/320,113/160<=pL<=227/320, 	AllSat
97/320<=pK<=49/160,113/160<=pL<=227/320, 	AllSat
3/10<=pK<=97/320,227/320<=pL<=57/80, 	AllSat
99/320<=pK<=5/16,113/160<=pL<=227/320, 	AllViolated
99/320<=pK<=5/16,227/320<=pL<=57/80, 	AllViolated
